map_file=tmpyjk7n0fg.map
agents=100
seed=0
random_problem=0
max_timestep=30000
max_comp_time=10000

83,55,91,43
10,15,26,50
0,71,12,9
120,101,13,18
39,87,113,43
33,22,17,44
85,20,20,64
104,43,105,46
11,115,10,119
50,28,51,20
97,91,98,93
24,28,26,33
87,38,90,40
75,56,75,52
68,82,68,81
53,55,53,52
14,118,96,56
84,60,89,42
52,112,118,70
21,105,11,106
12,5,5,74
70,85,71,85
25,65,27,66
52,32,45,24
69,62,74,66
82,39,91,46
5,122,27,10
77,37,10,10
96,84,100,85
74,54,81,56
14,46,27,21
48,52,56,54
89,74,84,66
47,22,42,20
73,49,73,57
23,22,29,22
41,77,46,80
11,111,13,116
25,63,18,59
30,47,18,12
36,16,34,13
73,72,82,75
66,84,66,85
101,83,105,74
17,20,123,98
25,45,17,17
6,109,9,120
105,97,102,95
105,42,100,29
45,28,50,31
15,44,13,42
86,85,89,84
97,80,97,83
11,31,14,37
41,49,47,59
40,46,36,44
20,48,36,17
76,59,85,58
75,79,78,82
12,105,16,101
17,62,21,58
84,22,78,18
19,61,18,60
11,39,11,46
82,62,74,68
19,35,34,20
68,71,60,74
65,48,69,43
19,82,14,82
28,30,28,28
21,46,17,13
11,38,8,45
17,60,20,69
50,50,49,47
43,26,45,34
97,30,91,36
21,72,16,70
95,33,94,35
42,24,51,31
110,86,101,84
35,15,23,39
46,28,54,16
101,92,100,88
37,19,29,24
98,85,98,91
96,30,95,37
52,82,45,88
32,31,32,34
8,121,2,105
54,17,53,31
98,38,93,36
74,36,12,10
51,58,47,56
31,8,39,13
24,54,14,19
1,109,0,106
5,108,12,108
31,39,30,38
67,86,75,82
56,22,62,17
