map_file=tmp1w6tkqx1.map
agents=100
seed=0
random_problem=0
max_timestep=30000
max_comp_time=10000

39,211,183,169
229,140,163,178
145,195,9,64
61,115,136,199
43,164,151,196
108,180,173,191
18,156,75,115
22,72,88,139
59,125,102,182
126,192,20,166
19,125,166,188
87,137,128,147
149,205,63,107
158,208,114,185
147,196,138,201
112,184,145,225
171,189,82,116
156,68,131,221
132,201,228,188
146,198,148,186
141,55,13,68
57,146,78,111
64,92,88,137
169,188,83,134
71,112,128,196
118,147,107,149
85,139,62,193
161,201,64,154
143,194,127,200
106,173,37,161
149,183,132,209
163,118,125,199
181,169,69,113
124,197,100,152
42,167,17,134
135,201,135,199
103,147,18,126
60,116,101,167
113,192,110,186
144,196,63,172
111,177,160,124
104,183,164,52
129,201,89,143
184,164,137,201
63,166,206,224
175,208,185,169
91,135,144,202
88,176,62,84
77,114,112,188
45,158,153,210
16,70,122,189
128,198,119,188
89,141,118,197
82,171,44,154
143,161,123,197
132,200,108,191
139,197,104,152
56,197,176,166
127,223,140,195
198,164,108,143
99,189,204,166
26,68,87,183
105,184,99,167
143,196,157,197
112,196,142,188
89,139,91,184
134,205,18,165
202,205,130,196
60,108,103,185
38,160,55,202
63,113,36,165
122,196,142,189
142,197,158,199
100,188,21,67
83,169,62,189
17,127,62,113
165,195,111,180
11,71,89,122
62,194,155,202
135,198,123,151
232,187,15,65
85,112,208,210
141,196,208,157
180,164,138,40
119,197,41,162
122,194,134,199
126,150,133,202
177,172,54,146
82,121,44,153
58,188,103,182
123,155,140,192
125,198,116,192
119,201,143,156
103,186,56,128
131,195,119,148
155,198,153,192
142,162,150,159
162,196,165,191
81,114,82,112
199,164,195,169
