map_file=tmpoo1yhw9r.map
agents=100
seed=0
random_problem=0
max_timestep=30000
max_comp_time=10000

3,13,102,13
46,74,47,82
58,29,58,99
41,82,40,82
57,25,57,59
105,6,78,53
111,83,69,23
33,91,101,50
86,16,107,81
54,15,98,95
46,25,2,7
85,33,102,85
1,1,101,115
16,85,55,117
14,10,120,10
100,80,103,82
43,14,43,100
30,61,33,62
100,111,61,68
34,75,99,115
54,35,108,11
102,82,85,30
39,68,94,119
71,84,48,88
99,71,103,72
9,79,85,79
12,24,12,111
32,3,32,70
31,66,32,66
107,79,104,81
43,39,18,79
19,74,55,9
23,81,40,38
31,16,73,63
33,63,26,71
56,36,99,49
45,46,100,84
98,37,117,38
98,118,71,7
20,45,106,92
64,73,78,15
51,44,52,39
21,7,95,111
39,52,105,92
15,4,106,91
76,58,108,10
19,55,101,10
103,91,18,117
28,62,105,91
104,111,83,61
26,8,5,4
40,59,83,60
19,79,60,10
66,98,100,54
78,12,33,69
44,37,38,44
40,89,103,116
3,5,92,20
44,36,20,82
104,96,77,51
102,116,62,71
79,69,74,21
6,80,67,49
90,91,60,80
8,0,45,119
19,86,58,117
99,83,105,90
8,92,77,57
73,29,105,89
42,48,51,117
100,3,102,9
51,87,76,84
98,50,37,40
76,44,91,35
17,117,19,72
58,21,53,31
32,75,76,106
51,28,6,5
58,48,64,109
38,72,127,67
50,34,111,12
73,68,32,60
72,6,60,29
102,88,77,97
63,101,84,66
23,67,86,14
114,74,106,87
104,85,89,17
3,7,64,105
108,39,95,114
78,80,86,13
93,116,100,81
66,10,57,49
49,22,63,26
11,80,50,80
71,109,61,69
92,72,109,78
110,82,103,8
101,82,119,35
13,14,47,25
