map_file=tmp8s5pchni.map
agents=100
seed=0
random_problem=0
max_timestep=30000
max_comp_time=10000

146,214,137,216
117,48,115,51
125,193,125,187
169,178,176,180
136,146,127,146
149,220,148,229
107,42,111,35
151,220,151,216
224,111,223,110
147,225,146,224
127,165,116,165
114,67,103,78
160,105,159,106
246,159,251,162
147,68,145,63
156,88,160,92
13,199,16,194
133,121,139,119
116,66,107,79
233,164,241,173
124,165,120,163
162,91,134,158
222,112,226,113
77,170,81,162
147,137,143,139
124,160,129,167
145,213,147,217
158,91,138,158
111,71,111,72
92,159,80,164
111,43,115,39
156,224,148,214
137,220,133,209
34,153,32,155
220,114,222,110
8,194,3,188
115,7,190,205
149,227,147,237
155,222,149,219
44,111,42,115
192,87,191,76
113,193,124,111
116,78,111,75
130,117,141,122
42,113,46,113
60,165,55,173
71,155,72,151
125,1,132,0
143,221,153,227
108,38,246,91
113,68,118,75
224,80,222,73
136,163,158,87
78,133,77,137
108,73,114,72
103,52,36,208
197,21,197,22
105,178,104,177
151,137,140,136
191,131,179,122
58,178,62,181
120,63,105,77
158,1,162,2
141,214,136,218
147,113,147,107
145,230,145,220
150,227,149,234
206,64,201,69
134,1,127,5
136,216,135,212
108,50,35,204
192,88,186,81
10,175,2,174
151,228,145,223
95,148,88,153
233,199,199,15
121,193,129,198
185,75,120,207
109,110,105,111
90,152,94,146
185,51,188,52
78,168,82,161
49,108,36,213
152,227,145,222
103,194,121,110
113,62,110,68
122,198,186,73
136,165,161,89
132,37,137,38
127,6,67,66
60,183,56,183
150,230,144,222
150,231,146,222
121,192,174,222
227,22,209,68
120,166,125,165
110,42,111,34
177,118,192,132
49,204,43,203
29,183,117,23
