map_file=tmpx9_kxrrf.map
agents=100
seed=0
random_problem=0
max_timestep=30000
max_comp_time=10000

101,100,109,99
106,104,111,99
7,99,126,99
79,37,77,111
125,96,121,99
49,88,49,86
122,95,124,99
73,96,9,99
37,5,25,97
112,98,113,99
31,47,38,111
44,75,43,72
94,87,85,73
60,95,56,19
93,106,91,97
106,41,107,46
42,72,20,61
40,44,15,97
2,57,97,57
66,98,71,96
5,70,76,70
45,89,56,91
32,3,115,9
80,77,96,84
119,96,124,95
42,90,50,90
120,97,123,93
100,109,107,93
35,121,111,98
41,67,38,67
71,31,81,2
64,69,61,65
123,96,121,93
103,38,102,50
62,105,66,95
59,96,61,95
37,28,37,121
125,100,117,99
108,101,111,93
21,80,29,79
41,98,44,92
122,76,102,104
112,103,99,99
87,102,85,102
99,107,102,99
17,61,17,59
112,97,127,99
98,98,97,97
109,103,107,106
82,91,82,120
71,5,71,7
78,109,86,113
60,20,60,78
83,80,87,77
82,99,86,94
79,20,73,95
15,123,97,123
24,15,25,15
105,73,112,13
101,96,99,105
126,101,88,76
4,54,93,54
62,99,59,100
3,55,93,49
3,56,68,50
107,83,106,73
4,43,5,42
109,90,107,104
7,67,81,67
63,100,67,101
64,46,64,97
122,92,118,94
96,107,95,97
101,95,109,94
117,92,37,37
78,71,8,64
67,92,61,97
95,100,86,123
64,101,64,101
62,101,65,87
104,101,100,97
40,64,31,59
14,60,19,58
100,94,101,108
92,76,126,104
0,2,107,99
27,21,110,21
18,69,23,69
124,94,126,91
123,103,115,98
94,96,94,93
75,92,83,111
21,34,29,92
48,91,40,91
107,48,105,43
36,92,35,100
123,74,125,76
39,20,124,20
32,99,35,99
78,97,78,101
