map_file=tmpwekhqmx5.map
agents=100
seed=0
random_problem=0
max_timestep=30000
max_comp_time=10000

20,31,20,37
119,121,14,4
20,33,18,30
83,8,121,71
127,124,33,4
117,30,21,38
18,34,20,38
23,42,20,36
99,48,112,78
16,47,17,57
103,118,98,5
96,35,32,33
58,33,7,53
48,53,16,36
103,53,28,53
24,38,21,37
89,39,122,98
90,78,24,60
119,29,20,40
125,125,9,3
24,49,20,39
23,126,66,90
62,33,99,100
91,103,115,6
50,3,54,67
115,56,76,14
14,62,19,43
86,34,118,82
88,86,79,87
99,82,99,105
106,56,6,49
111,118,50,63
122,28,17,35
13,70,25,73
90,63,87,66
16,30,16,122
105,0,102,1
22,37,18,32
20,45,87,102
26,36,123,25
28,43,20,42
106,112,106,115
4,50,107,54
103,94,111,99
89,36,89,34
83,60,76,57
25,44,116,33
0,50,10,6
106,116,12,83
19,53,20,50
84,6,119,75
21,47,22,52
50,68,50,122
92,31,87,28
88,53,88,122
17,37,121,32
24,68,10,65
93,39,29,30
120,33,23,41
12,2,122,119
29,64,5,109
53,84,49,3
40,100,38,105
57,93,20,93
20,34,20,84
54,100,57,107
104,2,109,122
107,122,49,67
119,32,24,39
3,108,29,66
51,14,19,14
27,4,27,120
124,39,98,39
39,69,32,66
99,108,95,99
120,36,27,35
122,39,96,39
85,7,121,73
100,5,74,94
32,49,104,50
99,83,22,102
103,1,102,119
127,121,10,5
14,81,10,84
98,44,96,48
95,23,99,29
31,31,33,78
25,34,19,38
122,27,16,40
53,55,21,33
19,41,114,25
47,117,53,65
14,60,27,66
87,10,126,77
93,40,58,57
120,34,62,34
74,40,19,40
90,35,90,100
92,27,92,119
43,30,49,24
